program_id;overlap_count;jaccard_index
2791;17;0.7083
35207;16;0.6154
45819;16;0.6957
50452;16;0.6667
50457;17;0.7727
62359;16;0.6957
66293;16;0.6667
67692;17;0.7727
81307;16;0.6667
83919;16;0.6400
93461;16;0.6400
134681;16;0.6400
188172;16;0.6400
195585;16;0.6957
209350;16;0.6957
215947;18;0.7500
229110;16;0.6154
229337;17;0.7083
286874;16;0.6400
296955;17;0.7083
308047;17;0.7083
308697;17;0.6800
309731;16;0.6957
318876;16;0.6957
318937;16;0.6957
319995;16;0.6400
321875;17;0.7083
326394;16;0.6667
337360;17;0.7727
