program_id;overlap_count;jaccard_index
6636;23;0.4107
8516;23;0.2911
9440;24;0.5217
9441;24;0.5714
9470;24;0.5217
9474;24;0.5714
19553;24;0.4898
25720;24;0.4364
25724;23;0.4259
25725;23;0.3898
25726;23;0.4259
25731;23;0.4182
26056;23;0.3026
44909;23;0.5000
44910;24;0.4364
61082;23;0.5476
61087;24;0.5106
64304;23;0.3151
65504;23;0.3286
67056;23;0.3485
82107;23;0.4035
109116;23;0.2738
113023;23;0.2233
120184;23;0.2949
120200;23;0.2949
120201;23;0.2949
120209;23;0.2949
130859;23;0.3485
131835;23;0.5610
178945;23;0.2190
184744;24;0.4138
186276;23;0.4510
187298;23;0.2987
188123;23;0.3833
188182;23;0.4107
192245;23;0.2738
197605;23;0.2527
204879;24;0.5106
208259;23;0.5227
209264;23;0.3151
212839;23;0.2911
212975;23;0.4340
213483;23;0.3651
214945;23;0.3194
217402;24;0.5217
223577;23;0.4340
226903;24;0.3750
235497;23;0.5750
239059;23;0.3966
239459;24;0.5854
239463;23;0.5476
240707;24;0.3582
245415;24;0.2927
245418;23;0.3770
245420;23;0.3485
245423;23;0.3710
245425;25;0.2874
245426;24;0.3871
245430;25;0.2874
248232;23;0.4182
249961;23;0.2949
250082;23;0.3433
250760;24;0.3478
250761;23;0.4600
250762;23;0.4340
268264;23;0.3067
268460;23;0.3151
268947;23;0.2771
269412;23;0.2233
269470;23;0.3151
269496;23;0.2949
269497;23;0.2840
269540;23;0.3151
269609;23;0.3151
269643;23;0.3067
269681;23;0.2911
270870;23;0.2771
272370;23;0.3898
274431;23;0.4423
276873;23;0.5610
276874;23;0.4423
288170;23;0.4423
294398;23;0.3239
297405;23;0.4035
313837;23;0.3898
316457;23;0.2875
320429;24;0.4706
339355;23;0.4423
