program id;overlap
346648;21
349584;21
73155;20
349335;20
349362;20
349364;20
50511;19
52709;19
108447;19
115399;19
118342;19
128321;19
129147;19
134174;19
136648;19
186997;19
199876;19
199877;19
277969;19
279013;19
316371;19
336165;19
346627;19
349300;19
349302;19
349333;19
349361;19
349363;19
749;18
21544;18
25227;18
38112;18
49140;18
62109;18
73157;18
86630;18
92366;18
99021;18
102893;18
108485;18
115178;18
133476;18
133990;18
136649;18
137644;18
139714;18
139748;18
139761;18
143009;18
156065;18
