program id;overlap
32741;23
352049;23
352054;23
10846;20
76598;20
152771;20
179504;20
308697;20
18511;19
74181;19
204678;19
283498;19
294645;19
10;18
1822;18
4891;18
4892;18
4902;18
4903;18
7331;18
10055;18
18309;18
18339;18
18343;18
18739;18
