program_id;overlap_count;jaccard_index
3959;19;0.7037
5090;21;0.8077
23888;22;0.7857
23889;22;0.8148
61537;20;0.6667
65202;21;0.7241
65334;20;0.7692
71178;20;0.7692
71378;20;0.7407
77268;20;0.7407
80063;19;0.7037
80256;21;0.7241
89389;20;0.7692
90369;19;0.6129
90885;21;0.7500
112624;21;0.7500
140213;19;0.6333
140214;19;0.6333
140271;21;0.7500
163169;20;0.7143
166590;19;0.7037
166591;19;0.7037
168512;21;0.8400
170826;19;0.6786
175068;21;0.7241
179312;20;0.7407
192330;20;0.7692
216194;20;0.7692
238949;21;0.7241
239072;19;0.6333
270026;21;0.7778
270027;20;0.7692
270028;20;0.7692
270029;20;0.7692
270030;20;0.7692
270031;20;0.7692
270032;20;0.7692
270033;20;0.7692
270034;20;0.7692
270035;20;0.7692
275812;20;0.7407
299822;19;0.6129
303873;20;0.8000
326399;20;0.7692
327667;21;0.8400
329376;19;0.6129
332288;21;0.8077
332917;21;0.8077
334085;19;0.6333
337923;22;0.8148
