program id;overlap
327606;22
5567;19
134224;19
239745;19
6645;18
130684;18
143902;18
143974;18
143996;18
167548;18
205128;18
213511;18
4248;17
32519;17
34264;17
36800;17
48162;17
54417;17
93964;17
99782;17
109995;17
115052;17
132440;17
133082;17
134199;17
141418;17
141419;17
152457;17
166796;17
177877;17
193977;17
193978;17
197649;17
204542;17
207361;17
215862;17
218234;17
218272;17
239568;17
241765;17
242388;17
255687;17
258684;17
277229;17
296196;17
332790;17
350361;17
5425;16
46662;16
49112;16
