program id;overlap
27879;26
15442;23
15473;23
123871;22
155157;22
328694;22
261;21
88436;21
154637;21
52873;20
63754;20
67406;20
87751;20
98251;20
99237;20
99269;20
108261;20
125445;20
138041;20
164303;20
181989;20
187917;20
203579;20
218988;20
218989;20
