program id;overlap
68179;24
101990;24
161940;24
162326;24
183635;24
247648;24
259594;24
268525;24
328333;24
341397;24
259595;23
140544;21
141978;21
277953;21
54092;20
35602;19
174030;19
174745;19
304651;19
8861;18
31138;18
35253;18
38508;18
48907;18
52499;18
54318;18
59582;18
70864;18
78988;18
79429;18
93785;18
94286;18
95000;18
95722;18
100143;18
100250;18
114048;18
133271;18
133284;18
145527;18
145646;18
145715;18
157085;18
167774;18
176496;18
190337;18
202565;18
207021;18
226136;18
245994;18
