program id;overlap
65766;21
76821;17
100820;17
102890;17
1223;16
46933;16
65765;16
100374;16
106149;16
176246;16
335139;16
28334;15
38801;15
57053;15
69080;15
70280;15
75526;15
78644;15
79414;15
80378;15
97456;15
106474;15
158491;15
158554;15
184535;15
195052;15
230846;15
248469;15
260233;15
269237;15
319210;15
337896;15
46080;14
56136;14
96089;14
103271;14
157913;14
158462;14
158484;14
158487;14
158543;14
158553;14
158589;14
158627;14
158636;14
158639;14
158669;14
158683;14
158692;14
158729;14
