program id;overlap
286907;19
27334;16
55847;16
56539;16
72524;16
84509;16
129594;16
138192;16
152499;16
261884;16
71;15
3893;15
7908;15
11872;15
19520;15
24849;15
30180;15
37564;15
37678;15
37679;15
37710;15
37711;15
37717;15
37719;15
37722;15
