program id;overlap
214672;20
63488;18
147656;18
102348;17
111684;17
179337;17
184659;17
280097;17
296028;17
329687;17
337937;17
11660;16
11665;16
81435;16
97723;16
112607;16
112609;16
121361;16
129576;16
131962;16
131963;16
131964;16
167020;16
189628;16
228597;16
255319;16
258721;16
280098;16
25743;15
29739;15
36704;15
51662;15
60883;15
82106;15
82108;15
82112;15
82113;15
94081;15
101871;15
101875;15
164578;15
171587;15
219090;15
243578;15
243579;15
243580;15
243581;15
299250;15
325958;15
341735;15
