program id;overlap
249343;22
249345;22
249347;22
257548;18
22021;17
22022;17
23819;17
23823;17
23826;17
23832;17
23833;17
23844;17
23849;17
89928;17
120134;17
120869;17
191750;17
198079;17
215762;17
232621;17
2467;16
7429;16
10919;16
10925;16
15459;16
