program_id;overlap_count;jaccard_index
1030;16;0.6957
4641;16;0.6667
22921;16;0.6957
46646;17;0.7391
56526;16;0.6957
69482;16;0.6667
82074;16;0.6400
94013;16;0.6957
96976;17;0.7727
107458;18;0.7826
116367;16;0.6667
124434;17;0.7391
131370;17;0.7391
133989;16;0.6400
135732;16;0.6400
138996;16;0.6667
138997;16;0.6667
138999;16;0.6667
139797;17;0.7727
145154;16;0.6667
151898;16;0.6667
168010;17;0.7083
189315;16;0.6667
191488;16;0.6667
200676;18;0.8571
206492;16;0.6400
213724;16;0.6667
233775;16;0.6667
239968;18;0.8182
266984;16;0.6400
285073;17;0.7083
320947;17;0.7727
