program_id;overlap_count;signature_length;jaccard_index
529;11;30;0.3667
1629;11;30;0.3667
7979;10;30;0.3333
7993;12;30;0.4000
22787;11;30;0.3667
23538;11;30;0.3667
23541;10;30;0.3333
23544;10;30;0.3333
23553;12;30;0.4000
23658;11;30;0.3667
31164;10;30;0.3333
33303;10;30;0.3333
33817;11;30;0.3667
38163;10;30;0.3333
38165;10;30;0.3333
44840;11;30;0.3667
56118;11;30;0.3667
58195;11;30;0.3667
59558;11;30;0.3667
61082;11;30;0.3667
61087;11;30;0.3667
64994;12;30;0.4000
69782;11;30;0.3667
71538;11;30;0.3667
81492;10;30;0.3333
85583;12;30;0.4000
93119;10;30;0.3333
96182;11;30;0.3667
96231;10;30;0.3333
98140;11;30;0.3667
99489;11;30;0.3667
100189;10;30;0.3333
109231;10;30;0.3333
118375;11;30;0.3667
120190;11;30;0.3667
132920;11;30;0.3667
133641;11;30;0.3667
134029;11;30;0.3667
140462;10;30;0.3333
141397;12;30;0.4000
143293;11;30;0.3667
153757;11;30;0.3667
153758;11;30;0.3667
175006;11;30;0.3667
184540;11;30;0.3667
186220;12;30;0.4000
187298;10;30;0.3333
187387;12;30;0.4000
187581;10;30;0.3333
193008;12;30;0.4000
196265;10;30;0.3333
202865;11;30;0.3667
204078;11;30;0.3667
206806;11;30;0.3667
210375;11;30;0.3667
213283;11;30;0.3667
213487;10;30;0.3333
213578;10;30;0.3333
213580;12;30;0.4000
213843;11;30;0.3667
220888;11;30;0.3667
229014;11;30;0.3667
233329;11;30;0.3667
235497;10;30;0.3333
235988;10;30;0.3333
237450;10;30;0.3333
239463;11;30;0.3667
245176;11;30;0.3667
245425;11;30;0.3667
245430;11;30;0.3667
246075;11;30;0.3667
249983;11;30;0.3667
250606;11;30;0.3667
250760;11;30;0.3667
250762;11;30;0.3667
254874;11;30;0.3667
257052;11;30;0.3667
268579;12;30;0.4000
268622;12;30;0.4000
286926;11;30;0.3667
288516;11;30;0.3667
290056;12;30;0.4000
290922;11;30;0.3667
292001;11;30;0.3667
294172;11;30;0.3667
294398;10;30;0.3333
296200;11;30;0.3667
296903;11;30;0.3667
297405;10;30;0.3333
308266;11;30;0.3667
311536;10;30;0.3333
312682;11;30;0.3667
312683;11;30;0.3667
312684;11;30;0.3667
312685;11;30;0.3667
315257;11;30;0.3667
316261;12;30;0.4000
324275;11;30;0.3667
329838;12;30;0.4000
329993;12;30;0.4000
