program id;overlap
324036;20
56699;15
121366;15
146899;15
194119;15
194121;15
211430;15
210;14
14430;14
59036;14
72442;14
74515;14
83127;14
84627;14
85389;14
86273;14
92283;14
99046;14
105206;14
109344;14
113909;14
113998;14
115311;14
118124;14
121690;14
125165;14
127651;14
131398;14
131779;14
131843;14
131844;14
154614;14
155620;14
156308;14
157635;14
158224;14
163664;14
169987;14
171148;14
178893;14
178895;14
183207;14
185917;14
210982;14
227396;14
238801;14
239095;14
246003;14
275100;14
324999;14
