program id;overlap
76127;20
192808;20
192809;20
192810;20
269820;20
20698;19
27178;19
35302;19
84328;19
97809;19
97810;19
98296;19
98297;19
98298;19
98299;19
98300;19
98302;19
98304;19
111285;19
115390;19
122074;19
140165;19
145303;19
147839;19
147840;19
147841;19
152185;19
155119;19
155130;19
155132;19
155144;19
159289;19
165322;19
165323;19
168606;19
171478;19
182228;19
190872;19
199578;19
201202;19
221374;19
238276;19
289415;19
292610;19
326244;19
11781;18
26025;18
33126;18
52887;18
76131;18
