program id;overlap
81057;20
83101;20
138322;20
163062;20
180146;20
193649;20
82987;19
82988;19
193645;18
193646;18
193647;18
1910;17
57960;17
73701;17
99213;17
103820;17
125468;17
140796;17
162268;17
164545;17
193778;17
196472;17
199042;17
244430;17
341250;17
1879;16
24385;16
44834;16
48500;16
48502;16
80353;16
83878;16
99013;16
102042;16
122562;16
133273;16
155119;16
155130;16
155132;16
155144;16
162770;16
164754;16
165310;16
179556;16
180145;16
186516;16
201812;16
201813;16
247973;16
249997;16
