program id;overlap
117571;19
155158;17
267872;17
7972;16
9230;16
14601;16
19445;16
27286;16
33286;16
55615;16
64987;16
66959;16
76079;16
79579;16
87560;16
97462;16
103944;16
123972;16
127229;16
127736;16
134761;16
141042;16
141253;16
143520;16
146951;16
147967;16
158907;16
162260;16
164931;16
171523;16
185152;16
187180;16
191002;16
200746;16
202333;16
204896;16
208658;16
212755;16
226097;16
245579;16
256532;16
256880;16
257845;16
257846;16
257847;16
257848;16
257849;16
257850;16
293688;16
315747;16
