program_id;overlap_count;signature_length;jaccard_index
1515;6;30;0.2000
2571;6;30;0.2000
2622;6;30;0.2000
2984;5;30;0.1667
6591;6;30;0.2000
7910;5;30;0.1667
25777;5;30;0.1667
25778;5;30;0.1667
25779;5;30;0.1667
25780;5;30;0.1667
25781;5;30;0.1667
25787;5;30;0.1667
25788;5;30;0.1667
29024;5;30;0.1667
29026;5;30;0.1667
29028;5;30;0.1667
29052;5;30;0.1667
29053;5;30;0.1667
29076;5;30;0.1667
29079;5;30;0.1667
29081;5;30;0.1667
29098;5;30;0.1667
29109;5;30;0.1667
29110;5;30;0.1667
29112;5;30;0.1667
29114;5;30;0.1667
29119;5;30;0.1667
29122;5;30;0.1667
39637;7;30;0.2333
55582;6;30;0.2000
59953;6;30;0.2000
64990;6;30;0.2000
70941;6;30;0.2000
71953;5;30;0.1667
72493;5;30;0.1667
72630;5;30;0.1667
73612;5;30;0.1667
73642;6;30;0.2000
73738;5;30;0.1667
79097;6;30;0.2000
79317;6;30;0.2000
80342;5;30;0.1667
80757;5;30;0.1667
80799;5;30;0.1667
80800;5;30;0.1667
81374;6;30;0.2000
81604;5;30;0.1667
86858;6;30;0.2000
90618;5;30;0.1667
90620;5;30;0.1667
94627;5;30;0.1667
94821;5;30;0.1667
97602;5;30;0.1667
98391;6;30;0.2000
100585;5;30;0.1667
102518;5;30;0.1667
106348;5;30;0.1667
107387;6;30;0.2000
107732;6;30;0.2000
107963;5;30;0.1667
108351;5;30;0.1667
108578;5;30;0.1667
108579;5;30;0.1667
110316;5;30;0.1667
110591;5;30;0.1667
110592;5;30;0.1667
110614;6;30;0.2000
111365;5;30;0.1667
126950;6;30;0.2000
138041;6;30;0.2000
145130;6;30;0.2000
191010;6;30;0.2000
191355;5;30;0.1667
194102;5;30;0.1667
194129;5;30;0.1667
194139;5;30;0.1667
194515;5;30;0.1667
197424;5;30;0.1667
211661;5;30;0.1667
211663;6;30;0.2000
211670;6;30;0.2000
216762;6;30;0.2000
220098;5;30;0.1667
220844;5;30;0.1667
221440;5;30;0.1667
230629;5;30;0.1667
230864;5;30;0.1667
232779;6;30;0.2000
233272;6;30;0.2000
235496;5;30;0.1667
237275;5;30;0.1667
241814;5;30;0.1667
262438;7;30;0.2333
267807;6;30;0.2000
274110;6;30;0.2000
288465;6;30;0.2000
304274;5;30;0.1667
308663;5;30;0.1667
333297;5;30;0.1667
341248;5;30;0.1667
