program id;overlap
255241;23
75778;22
230151;22
245280;22
300071;22
2194;21
19973;21
73821;21
90388;21
116425;21
165663;21
171537;21
197762;21
199590;21
231187;21
309949;21
332438;21
344111;21
348720;21
7493;20
60006;20
73447;20
86088;20
86106;20
160389;20
187109;20
188582;20
188942;20
189968;20
196361;20
223139;20
255249;20
263719;20
273067;20
305326;20
318522;20
332437;20
348723;20
19819;19
77451;19
85550;19
152422;19
157697;19
171541;19
188882;19
195403;19
235362;19
245279;19
246730;19
247847;19
