program id;overlap
128173;20
163344;20
163343;18
48590;17
48592;17
74662;17
95982;17
100532;17
111570;17
145630;17
145636;17
160294;17
263243;17
290593;17
295673;17
302506;17
2633;16
3411;16
6635;16
14097;16
14098;16
20125;16
46902;16
63495;16
82986;16
83005;16
88890;16
117818;16
140770;16
145612;16
145616;16
145620;16
145622;16
145624;16
145629;16
145632;16
145638;16
145640;16
153275;16
153383;16
155542;16
160008;16
173096;16
176780;16
183615;16
184368;16
187594;16
197975;16
197976;16
197977;16
