program id;overlap
245431;20
114050;19
44131;18
82987;18
82988;18
136767;18
266613;18
267675;18
304349;18
330003;18
41840;17
42012;17
42200;17
48923;17
67409;17
81057;17
82383;17
83101;17
107597;17
122509;17
122519;17
133272;17
133285;17
138322;17
145718;17
153285;17
154999;17
157097;17
162770;17
163062;17
167825;17
177143;17
180145;17
180146;17
188262;17
194979;17
194986;17
203629;17
212978;17
227512;17
230100;17
245417;17
247335;17
248515;17
249862;17
253457;17
254652;17
254653;17
267578;17
294700;17
