program_id;overlap_count;jaccard_index
1030;16;0.6957
4641;16;0.6667
50141;16;0.6400
53222;16;0.6957
61265;17;0.7391
62046;16;0.6957
69482;17;0.7391
79977;16;0.6667
82073;17;0.7083
82074;17;0.7083
94013;16;0.6957
105321;17;0.7391
107458;16;0.6400
109921;18;0.7826
113954;16;0.6957
114890;16;0.6957
116367;18;0.8182
120892;16;0.6957
122199;17;0.7391
124434;16;0.6667
131370;17;0.7391
133989;16;0.6400
135732;17;0.7083
155067;18;0.8182
155750;17;0.6800
167422;17;0.7727
168010;16;0.6400
168201;19;0.9048
189315;16;0.6667
194584;16;0.6400
206492;16;0.6400
213724;17;0.7391
214848;18;0.7826
230849;17;0.7391
230850;17;0.7391
232747;18;0.7500
233775;16;0.6667
238874;18;0.7826
239968;16;0.6667
245400;16;0.6957
259362;16;0.6957
264782;18;0.7826
266984;18;0.7826
284413;16;0.6957
317189;17;0.7727
320947;16;0.6957
321100;18;0.8571
328985;17;0.7391
