program id;overlap
76459;17
54608;16
61250;16
126020;16
128800;16
128802;16
128803;16
182555;16
202333;16
206603;16
214092;16
241478;16
265612;16
4282;15
6334;15
20926;15
29757;15
51878;15
51879;15
53716;15
54443;15
58261;15
64629;15
75110;15
90328;15
104476;15
104670;15
104672;15
104674;15
104680;15
105250;15
105252;15
105254;15
105943;15
105946;15
105948;15
107396;15
107398;15
107419;15
107421;15
107422;15
122122;15
127736;15
128986;15
128988;15
128989;15
128990;15
129869;15
138611;15
138616;15
