program_id;overlap_count;signature_length;jaccard_index
4765;6;30;0.2000
7401;5;30;0.1667
7491;5;30;0.1667
7800;5;30;0.1667
7913;5;30;0.1667
16065;7;30;0.2333
24719;6;30;0.2000
24925;6;30;0.2000
25698;5;30;0.1667
25711;5;30;0.1667
25722;5;30;0.1667
25768;6;30;0.2000
26534;6;30;0.2000
27922;6;30;0.2000
34113;6;30;0.2000
43648;6;30;0.2000
43650;6;30;0.2000
49638;6;30;0.2000
51162;5;30;0.1667
51336;5;30;0.1667
54116;6;30;0.2000
66169;6;30;0.2000
72690;7;30;0.2333
75362;6;30;0.2000
77028;6;30;0.2000
77861;5;30;0.1667
77874;5;30;0.1667
77939;5;30;0.1667
77944;5;30;0.1667
77964;5;30;0.1667
78501;6;30;0.2000
78614;6;30;0.2000
80579;6;30;0.2000
80676;5;30;0.1667
81493;6;30;0.2000
81690;6;30;0.2000
84635;5;30;0.1667
88582;6;30;0.2000
89262;6;30;0.2000
92906;5;30;0.1667
93660;6;30;0.2000
94053;7;30;0.2333
100542;6;30;0.2000
100833;6;30;0.2000
101041;5;30;0.1667
101102;5;30;0.1667
107891;5;30;0.1667
113296;7;30;0.2333
113553;5;30;0.1667
114778;7;30;0.2333
114779;7;30;0.2333
114790;7;30;0.2333
114796;7;30;0.2333
116969;6;30;0.2000
117520;5;30;0.1667
117898;6;30;0.2000
120781;6;30;0.2000
121149;6;30;0.2000
121997;6;30;0.2000
125089;6;30;0.2000
129527;5;30;0.1667
129765;5;30;0.1667
129831;6;30;0.2000
130216;6;30;0.2000
130494;7;30;0.2333
130822;6;30;0.2000
134868;6;30;0.2000
140298;6;30;0.2000
145052;6;30;0.2000
157512;6;30;0.2000
160675;7;30;0.2333
160811;7;30;0.2333
169695;5;30;0.1667
171519;6;30;0.2000
173261;6;30;0.2000
188044;5;30;0.1667
188191;6;30;0.2000
194932;6;30;0.2000
202950;6;30;0.2000
248076;5;30;0.1667
248185;5;30;0.1667
250766;6;30;0.2000
253710;6;30;0.2000
262011;6;30;0.2000
267049;6;30;0.2000
269878;6;30;0.2000
270681;6;30;0.2000
274593;6;30;0.2000
276795;6;30;0.2000
277975;6;30;0.2000
279313;7;30;0.2333
289060;6;30;0.2000
298031;7;30;0.2333
299283;6;30;0.2000
323952;7;30;0.2333
329510;6;30;0.2000
329774;6;30;0.2000
338896;7;30;0.2333
342940;6;30;0.2000
345927;6;30;0.2000
