program_id;overlap_count;jaccard_index
796;20;0.6452
19739;20;0.6897
19740;21;0.7778
19743;21;0.7778
19744;20;0.7143
19746;21;0.7778
19748;20;0.7143
19749;21;0.7778
19750;21;0.7778
19751;20;0.7143
19753;21;0.7778
19754;21;0.7778
19755;21;0.7778
19756;21;0.7778
19758;21;0.7778
19759;21;0.7778
19760;21;0.7778
19761;21;0.7778
19762;23;0.8846
19763;20;0.6667
19764;20;0.6250
19765;21;0.7500
19766;21;0.7500
19767;21;0.7500
19768;21;0.7500
19769;21;0.7500
19770;21;0.7500
19771;21;0.7500
19772;21;0.7500
19773;21;0.7500
19774;20;0.6897
59833;20;0.6250
60196;20;0.7407
62546;23;0.8519
64853;20;0.6250
68985;21;0.7778
72334;23;0.8519
89250;20;0.6250
92515;22;0.8462
92516;22;0.8462
93064;20;0.6061
96789;21;0.6774
113011;21;0.6774
113014;21;0.7241
114761;21;0.6774
123152;20;0.6250
130818;20;0.6897
130820;23;0.7931
138714;20;0.7143
160388;23;0.8846
185393;20;0.7143
196533;23;0.7667
197036;20;0.6250
201776;20;0.6452
248181;20;0.6250
257775;22;0.7586
296168;23;0.7931
307229;23;0.8214
330479;23;0.8214
334381;20;0.6250
