program id;overlap
11946;28
213389;28
124350;22
35597;21
323723;21
20875;20
36087;20
81583;20
211434;20
217873;20
229135;20
6003;19
21003;19
27441;19
34967;19
85708;19
93045;19
101378;19
122657;19
167963;19
168029;19
168067;19
168116;19
168118;19
168123;19
168125;19
168153;19
168178;19
168179;19
168180;19
168187;19
168188;19
168189;19
168190;19
168194;19
168196;19
168220;19
168351;19
168364;19
168372;19
168526;19
168527;19
168555;19
168635;19
168636;19
168660;19
168675;19
170774;19
170783;19
215159;19
