program_id;overlap_count;jaccard_index
5099;18;0.7826
5122;19;0.9048
5124;16;0.6154
7520;16;0.6154
7522;19;0.9048
24893;18;0.7826
24897;20;0.9091
24904;16;0.6154
24905;16;0.6154
24910;19;0.8636
30433;20;0.9091
34934;18;0.8182
39949;19;0.9048
45410;18;0.8182
55131;20;1.0000
61241;19;0.8636
68229;19;0.9048
68231;18;0.8182
87370;18;0.7500
87915;18;0.7826
88879;18;0.7500
89033;16;0.6154
89217;17;0.7727
90670;19;0.8261
92168;19;0.9048
92178;19;0.9048
93191;19;0.9048
93350;19;0.9048
94657;19;0.9048
95278;17;0.7391
97538;16;0.6957
97539;20;1.0000
100201;19;0.9048
102656;18;0.7826
102686;19;0.8636
102700;18;0.8571
102711;19;0.8636
102721;19;0.8636
102732;19;0.9048
102734;19;0.9048
102768;19;0.8636
105042;19;0.9048
105126;19;0.9048
105127;19;0.9048
105135;19;0.8636
107003;19;0.9048
107006;19;0.9048
107181;19;0.9048
107304;17;0.7727
107305;19;0.8636
107306;19;0.8261
107960;18;0.8571
107992;19;0.8261
107994;19;0.8636
108187;19;0.8261
108232;19;0.8636
108724;19;0.8636
108725;19;0.8636
108727;18;0.8182
108856;19;0.9048
108977;19;0.8636
111230;20;0.9091
111369;19;0.8636
121259;19;0.9048
123365;18;0.8182
126785;16;0.6400
127575;19;0.8261
127576;19;0.9048
132231;19;0.9048
132232;19;0.9048
132233;19;0.9048
132235;19;0.9048
138620;18;0.8182
138625;19;0.9048
138629;19;0.9048
138630;19;0.8636
138633;19;0.9048
138638;19;0.9048
138640;19;0.9048
138918;19;0.8261
139483;19;0.8636
139487;18;0.8571
139527;19;0.8636
139528;19;0.8636
139529;17;0.7083
139530;18;0.7500
139531;19;0.8636
139532;19;0.8636
140371;19;0.9048
140372;19;0.9048
140373;19;0.9048
140375;19;0.9048
140540;19;0.8261
140541;19;0.9048
140542;19;0.9048
140543;19;0.9048
140545;19;0.9048
141195;19;0.9048
141196;19;0.9048
141849;18;0.8571
141850;19;0.9048
141851;19;0.9048
141852;19;0.9048
141853;19;0.9048
141854;19;0.9048
141855;19;0.9048
141856;19;0.9048
141857;19;0.8261
141865;19;0.9048
141872;19;0.9048
141874;19;0.8261
141876;19;0.9048
141877;19;0.8261
141878;19;0.9048
141879;19;0.9048
141882;19;0.9048
141883;19;0.9048
141884;19;0.9048
141885;19;0.9048
141886;19;0.9048
141889;19;0.9048
141890;19;0.9048
141891;19;0.9048
141892;19;0.9048
141896;19;0.9048
141909;19;0.8261
141910;19;0.8261
141912;19;0.8261
141914;19;0.8261
141915;19;0.9048
141917;19;0.8636
141919;19;0.9048
141921;19;0.9048
141922;19;0.9048
141932;19;0.9048
141933;19;0.8261
141934;19;0.9048
141935;19;0.9048
141937;19;0.9048
141939;19;0.9048
141940;19;0.9048
141941;19;0.9048
141942;19;0.9048
141943;19;0.8261
141952;19;0.9048
141953;19;0.9048
141954;19;0.9048
141955;19;0.9048
141957;19;0.9048
141958;19;0.9048
141959;19;0.9048
141960;19;0.9048
141961;19;0.9048
141962;19;0.9048
141963;19;0.9048
141968;19;0.9048
141970;19;0.9048
141971;19;0.9048
141972;19;0.9048
141973;19;0.9048
141974;19;0.9048
141985;19;0.8261
141986;19;0.8261
141987;19;0.9048
141988;19;0.9048
141989;19;0.8636
141990;19;0.8261
141991;19;0.9048
141992;19;0.8261
141993;19;0.9048
141994;19;0.9048
141995;19;0.9048
141996;19;0.9048
141998;19;0.9048
141999;19;0.9048
142000;19;0.9048
142013;19;0.9048
142014;19;0.9048
142015;19;0.9048
142016;19;0.9048
142020;19;0.9048
142021;19;0.8636
142027;19;0.9048
142038;19;0.9048
142039;19;0.9048
142040;19;0.9048
142044;19;0.9048
142056;19;0.9048
142057;19;0.9048
142059;19;0.9048
142060;19;0.9048
142061;19;0.9048
142062;19;0.8636
142072;19;0.9048
142083;19;0.9048
142085;19;0.9048
142087;19;0.9048
142088;19;0.9048
142089;19;0.9048
142090;19;0.9048
142091;19;0.9048
142092;19;0.9048
142103;19;0.9048
142104;19;0.9048
142105;19;0.9048
142106;19;0.9048
142107;19;0.9048
142108;19;0.9048
152680;19;0.9500
153355;19;0.8636
153766;19;0.9048
154610;19;0.8636
155937;19;0.8636
155942;18;0.7826
156287;18;0.7826
157201;19;0.9048
158614;19;0.8636
158791;19;0.8636
158806;16;0.6400
168539;19;0.9048
177965;18;0.8182
178389;19;0.9048
185382;16;0.6154
186304;19;0.9048
214151;19;0.9048
215667;18;0.7826
215761;19;0.8636
280084;17;0.7083
