program id;overlap
200166;19
47522;18
81345;18
105283;18
140716;18
171089;18
14601;17
44560;17
131229;17
146951;17
166526;17
183867;17
183868;17
184102;17
186348;17
202964;17
214393;17
268044;17
306331;17
4939;16
22457;16
22459;16
22460;16
27903;16
43155;16
76459;16
78522;16
80353;16
83559;16
127854;16
154105;16
157433;16
161617;16
168204;16
168205;16
178891;16
186516;16
202254;16
202990;16
250141;16
273220;16
279340;16
284777;16
285307;16
292344;16
305848;16
310393;16
310410;16
310439;16
310457;16
