program id;overlap
68379;20
154374;20
154376;20
208376;20
208377;20
210527;20
227017;20
265429;20
304165;20
304835;20
83196;19
4631;18
24398;18
95794;18
134158;18
178218;18
179741;18
183857;18
227786;18
250660;18
274974;18
302488;18
47443;17
47459;17
47506;17
47611;17
81219;17
114254;17
123197;17
155630;17
156721;17
156735;17
156853;17
157106;17
157112;17
157267;17
157506;17
157620;17
157623;17
157628;17
157653;17
157667;17
157670;17
157732;17
157736;17
157741;17
157762;17
158271;17
266229;17
271675;17
