program id;overlap
54149;19
211431;19
217893;19
78609;18
119837;18
121925;18
141105;18
143272;18
153285;18
171219;18
189728;18
217894;18
241746;18
306411;18
315210;18
315454;18
15260;17
25165;17
83330;17
92246;17
131820;17
145066;17
159676;17
162761;17
178892;17
178894;17
178896;17
186329;17
188438;17
189725;17
190365;17
192326;17
194152;17
239186;17
250141;17
267689;17
274056;17
286690;17
304349;17
312077;17
312658;17
313088;17
313684;17
313726;17
313916;17
314100;17
314134;17
314236;17
314736;17
314964;17
