program id;overlap
77169;18
140367;18
140381;18
143086;18
153129;18
153264;18
155939;18
313718;18
315757;18
26424;17
46953;17
59324;17
63745;17
64635;17
67019;17
77153;17
92256;17
125164;17
144464;17
153351;17
223211;17
315452;17
343974;17
1701;16
40052;16
53180;16
114201;16
127673;16
138685;16
152714;16
152717;16
153219;16
153235;16
153245;16
153308;16
153337;16
153350;16
153763;16
154621;16
247676;16
272902;16
276801;16
288838;16
301972;16
306966;16
315308;16
315490;16
315653;16
315742;16
317451;16
