program id;overlap
28982;20
43726;20
98903;20
189708;20
189716;20
189720;20
235331;20
268415;20
278997;20
348741;20
26424;19
67019;19
98365;19
98961;19
190429;19
276112;19
319796;19
320300;19
43725;18
50795;18
57653;18
61238;18
121051;18
152714;18
152717;18
