program id;overlap
134521;20
131086;19
47340;17
69011;17
116192;17
184533;17
273448;17
309214;17
5480;16
10603;16
38874;16
40285;16
60006;16
63245;16
65187;16
67982;16
72833;16
74909;16
80041;16
86088;16
91954;16
92486;16
95773;16
108546;16
109134;16
121601;16
122471;16
125165;16
127191;16
128424;16
131816;16
131900;16
132742;16
133535;16
137495;16
143370;16
160389;16
162483;16
165202;16
187307;16
202142;16
204542;16
218155;16
221088;16
226315;16
228612;16
246660;16
247000;16
255876;16
263426;16
