program id;overlap
131783;19
143370;19
82652;18
98358;18
129855;18
130684;18
131129;18
176798;18
177877;18
228368;18
274602;18
28276;17
28314;17
40684;17
40742;17
40855;17
51632;17
52201;17
66375;17
82105;17
82110;17
82137;17
96948;17
104002;17
107867;17
107870;17
107873;17
127779;17
128218;17
131032;17
131507;17
143940;17
169603;17
180859;17
186493;17
193974;17
199881;17
202064;17
207607;17
208599;17
224525;17
238160;17
279495;17
290071;17
313152;17
338369;17
340262;17
343125;17
346811;17
351153;17
