program_id;overlap_count;jaccard_index
1030;17;0.7727
4641;17;0.7391
46646;17;0.7391
50141;18;0.7826
54881;17;0.7391
55522;17;0.7391
62046;17;0.7727
69482;16;0.6667
79977;16;0.6667
82073;17;0.7083
82074;18;0.7826
90942;17;0.7391
94013;19;0.9500
96976;17;0.7727
105321;17;0.7391
107458;18;0.7826
109921;16;0.6400
113954;18;0.8571
114890;17;0.7727
120892;18;0.8571
122199;17;0.7391
124434;17;0.7391
135732;16;0.6400
145154;16;0.6667
155067;17;0.7391
167422;16;0.6957
168010;19;0.8636
168201;17;0.7391
188071;17;0.7727
189315;18;0.8182
194584;18;0.7826
200676;17;0.7727
206492;18;0.7826
213724;18;0.8182
214848;16;0.6400
230849;16;0.6667
230850;16;0.6667
232747;17;0.6800
238874;16;0.6400
239968;18;0.8182
245400;18;0.8571
259362;18;0.8571
264782;17;0.7083
284413;16;0.6957
285073;17;0.7083
320947;17;0.7727
