program id;overlap
51927;19
53566;19
78036;19
84086;19
192921;19
275017;19
11047;18
46954;18
50155;18
50156;18
53767;18
54121;18
69882;18
82853;18
86953;18
88015;18
91300;18
94621;18
100154;18
114647;18
130626;18
130707;18
130781;18
130785;18
131231;18
131816;18
142586;18
144499;18
164485;18
171751;18
176403;18
190508;18
193298;18
193393;18
195030;18
202349;18
208736;18
218199;18
226274;18
228138;18
255442;18
256429;18
259217;18
266337;18
266708;18
272902;18
273322;18
277369;18
277722;18
281166;18
