program id;overlap
18425;20
18635;20
249862;20
159517;19
160012;19
160038;19
160061;19
160065;19
269685;19
297369;19
304349;19
3143;18
19494;18
41840;18
42012;18
42200;18
48902;18
100059;18
101502;18
123189;18
133272;18
133285;18
137282;18
141775;18
145323;18
145528;18
145530;18
145698;18
145700;18
159245;18
159745;18
160131;18
160195;18
183586;18
193519;18
193644;18
214108;18
229374;18
229841;18
243133;18
243135;18
247335;18
247594;18
252630;18
253446;18
253457;18
253470;18
253879;18
255451;18
263948;18
