program_id;overlap_count;jaccard_index
1041;16;0.8000
2110;15;0.7500
5381;15;0.7143
6862;16;0.8000
7921;15;0.7143
36691;16;0.8000
49650;16;0.7619
52502;15;0.7143
57588;16;0.8000
70826;16;0.8000
71554;16;0.8000
71904;15;0.7500
76151;15;0.6818
82548;15;0.7143
88860;16;0.7619
99788;16;0.8000
99800;16;0.8000
109664;16;0.7619
115030;16;0.7619
119993;16;0.7619
146538;15;0.7143
153039;15;0.6818
153040;15;0.6818
153045;15;0.6818
153047;15;0.6818
153052;15;0.6818
153053;15;0.6818
155723;15;0.6818
171153;15;0.7143
174090;16;0.8000
177373;16;0.7619
179620;15;0.6818
186193;15;0.7143
240803;16;0.8000
240804;16;0.8000
282417;16;0.7619
282704;16;0.7619
286630;16;0.8000
303557;15;0.7500
306848;15;0.7143
309355;15;0.7143
326586;15;0.7500
338666;15;0.7143
