program id;overlap
120277;19
132461;19
11686;18
11690;18
166897;18
219537;18
271469;18
280352;18
319866;18
6172;17
11659;17
63019;17
64368;17
72845;17
82308;17
98482;17
106228;17
106462;17
109081;17
113895;17
118777;17
121582;17
123567;17
136507;17
136557;17
161797;17
193146;17
205250;17
206912;17
217615;17
218250;17
228808;17
247984;17
248574;17
249845;17
259217;17
266471;17
278415;17
284884;17
290608;17
292460;17
300048;17
321798;17
321799;17
330320;17
346065;17
346672;17
62;16
1655;16
1687;16
