program id;overlap
132673;22
77830;21
77838;21
99211;21
99212;21
107382;21
124610;21
132340;21
132666;21
219699;21
287805;21
305471;21
33190;20
33191;20
33193;20
54894;20
82853;20
91722;20
94649;20
99784;20
116709;20
116736;20
116751;20
116809;20
130785;20
143918;20
155888;20
164444;20
164463;20
164475;20
164490;20
192430;20
192921;20
202349;20
213507;20
218691;20
227451;20
234267;20
238389;20
251573;20
251663;20
252727;20
258684;20
266337;20
272646;20
281166;20
287005;20
287806;20
291227;20
293191;20
