program id;overlap
238236;22
51253;21
89928;21
91142;21
94827;21
94854;21
100059;21
123189;21
191721;21
192906;21
203626;21
249862;21
253476;21
275857;21
19494;20
21006;20
41016;20
46178;20
46179;20
48905;20
74582;20
77977;20
93381;20
94649;20
120727;20
130458;20
132101;20
133272;20
133285;20
136298;20
136777;20
141775;20
186182;20
186183;20
186184;20
189740;20
203625;20
217233;20
218990;20
219699;20
230245;20
247335;20
251928;20
253457;20
267905;20
285197;20
295719;20
295720;20
301383;20
304349;20
