program_id;overlap_count;jaccard_index
796;21;0.7241
2162;20;0.6667
2193;22;0.8462
2194;22;0.8148
4542;22;0.8462
10466;21;0.8077
10467;22;0.9167
10503;21;0.8077
11545;20;0.6897
11547;21;0.8077
11549;21;0.7778
14176;22;0.8462
16639;20;0.6897
16655;20;0.6667
16687;21;0.7241
19675;20;0.6667
19679;20;0.6667
19681;20;0.6667
19691;20;0.6667
19693;20;0.6667
19764;20;0.6452
20765;21;0.8077
20775;21;0.8077
20789;21;0.8077
20807;22;0.8462
20829;22;0.8462
20855;22;0.8462
30657;20;0.6897
49471;20;0.7407
59833;21;0.7000
61146;20;0.6667
62539;21;0.7241
62546;20;0.6897
64853;21;0.7000
68432;21;0.7500
71982;22;0.8462
73010;20;0.6667
85565;20;0.6897
86180;22;0.8462
86465;20;0.6667
89250;21;0.7000
93064;21;0.6774
93602;20;0.6667
96444;20;0.6452
98317;21;0.7241
105531;20;0.7407
109134;20;0.7143
113011;21;0.7000
114761;21;0.7000
122952;20;0.6667
123152;21;0.7000
131594;22;0.8148
134943;21;0.8077
134944;21;0.8077
134946;22;0.8462
134976;20;0.7143
157122;22;0.7857
164629;21;0.7500
171417;20;0.6452
174968;20;0.6452
176051;20;0.7407
176053;21;0.8077
176105;20;0.7407
176214;21;0.8077
176394;21;0.8077
176398;21;0.8077
176537;20;0.6452
177346;21;0.7500
177703;20;0.7143
177870;20;0.6667
178809;22;0.7586
186706;20;0.6667
188485;20;0.7143
188655;20;0.7407
188659;21;0.7500
188729;22;0.7857
188730;21;0.7000
188734;22;0.7857
188736;21;0.7500
188934;21;0.7500
188935;22;0.9167
188939;20;0.7407
188941;20;0.6452
188943;20;0.7692
188945;21;0.7241
189038;20;0.7407
189966;20;0.7407
190289;20;0.7407
190290;21;0.7241
194807;20;0.6667
197723;21;0.7241
197727;20;0.6667
197729;20;0.6667
197736;20;0.6452
222066;22;0.8462
222134;20;0.7407
222135;20;0.7407
228721;20;0.6667
229939;20;0.6667
235162;21;0.7500
235509;20;0.7407
236290;23;0.9200
242671;21;0.7778
248179;21;0.7000
248181;21;0.7000
256719;20;0.7407
257775;20;0.6667
257872;20;0.6667
294969;20;0.6897
304656;20;0.6667
333345;20;0.6452
343069;24;1.0000
344111;20;0.7692
344212;20;0.7143
344382;21;0.7778
344426;21;0.7778
344520;24;1.0000
344568;24;1.0000
