program id;overlap
256720;21
5482;20
10627;20
58265;20
178591;20
195298;20
197144;20
289915;20
298751;20
316352;20
344425;20
10594;19
10595;19
10597;19
10617;19
19952;19
73052;19
118273;19
179260;19
195400;19
208745;19
210973;19
273066;19
280533;19
298743;19
298852;19
316131;19
335862;19
348722;19
1622;18
5486;18
10615;18
11047;18
19879;18
46095;18
86106;18
111728;18
139339;18
174930;18
176908;18
177036;18
177037;18
177705;18
179587;18
188593;18
188734;18
188887;18
188934;18
205769;18
210462;18
