program_id;overlap_count;jaccard_index
2193;20;0.7143
2194;20;0.6897
4542;20;0.7143
10467;20;0.7692
14176;20;0.7143
20807;20;0.7143
68432;21;0.7500
71982;20;0.7143
86180;20;0.7143
98318;20;0.6897
104457;20;0.6897
115754;20;0.6667
134945;20;0.6452
134972;20;0.6452
171417;21;0.7000
176439;20;0.6897
176537;20;0.6452
177346;20;0.6897
178809;22;0.7586
186706;20;0.6667
188659;20;0.6897
188729;23;0.8519
188730;22;0.7586
188734;20;0.6667
188736;20;0.6897
188934;20;0.6897
188935;20;0.7692
188941;21;0.7000
188945;22;0.7857
190290;22;0.7857
194807;20;0.6667
209927;20;0.6897
222132;21;0.8077
223139;20;0.6897
223140;20;0.6897
223141;20;0.6897
229780;20;0.6897
236290;20;0.7143
248897;20;0.6897
268683;21;0.7000
280945;20;0.6667
294969;20;0.6897
296182;21;0.7778
332133;20;0.6897
333345;20;0.6452
343069;21;0.7778
344387;21;0.8077
344426;24;1.0000
344520;21;0.7778
344554;21;0.7778
344568;21;0.7778
