program_id;overlap_count;jaccard_index
529;26;0.4906
2487;23;0.5000
5720;25;0.6579
6586;24;0.4706
6636;25;0.4630
7291;26;0.5200
7715;24;0.6316
7993;24;0.6000
8516;24;0.3077
8756;23;0.5897
10385;23;0.4694
14637;23;0.4340
18211;27;0.4500
19552;23;0.6389
19553;23;0.4600
22782;24;0.4138
22784;26;0.5306
22785;26;0.5909
22791;25;0.5952
22816;25;0.7143
23538;25;0.6410
23544;24;0.5333
23658;25;0.5814
23660;23;0.6389
24195;23;0.4894
24220;24;0.5455
24399;24;0.5455
25699;26;0.5778
25701;27;0.6279
25702;26;0.5778
25713;26;0.5306
25714;27;0.6279
25716;26;0.5532
25720;27;0.5192
25721;27;0.5870
25724;26;0.5098
25725;27;0.4909
25726;26;0.5098
25728;25;0.5556
25729;27;0.6279
25730;27;0.6750
25731;27;0.5294
25737;25;0.5952
25738;27;0.5745
25746;26;0.6047
25773;23;0.5897
26056;27;0.3750
29903;24;0.5000
29905;24;0.4898
30117;24;0.6857
31164;27;0.4576
33544;25;0.7576
33817;24;0.4068
34223;25;0.5556
34888;24;0.6154
38165;26;0.5652
38794;25;0.4237
44842;23;0.5610
44909;23;0.5000
44910;23;0.4107
45674;24;0.4138
49626;25;0.3906
50297;23;0.5610
55270;24;0.4800
55275;24;0.5333
55328;26;0.5652
55341;27;0.5400
55364;26;0.7222
55842;24;0.4800
55899;27;0.5192
55908;24;0.6486
55995;24;0.4800
56002;24;0.4800
56116;24;0.4800
56118;25;0.7353
56120;24;0.4444
59173;26;0.7222
59558;24;0.7273
61087;23;0.4792
61349;24;0.7273
61479;25;0.4808
63541;26;0.6667
64056;26;0.4906
64304;23;0.3151
64412;28;0.7000
65130;24;0.5714
65504;27;0.4091
67056;27;0.4355
69782;24;0.6857
81492;24;0.7500
81841;28;0.3457
82045;26;0.4727
82107;28;0.5385
82114;26;0.5200
82981;24;0.5217
85583;25;0.6098
85931;23;0.6216
87233;25;0.4167
89574;25;0.5814
90453;26;0.6842
91915;24;0.4364
99484;23;0.4182
99489;25;0.4717
100189;26;0.6842
101100;24;0.4528
101861;26;0.5532
101862;25;0.4386
107256;25;0.4630
107351;23;0.6389
109116;25;0.3049
113023;28;0.2857
113979;25;0.3731
115181;23;0.6216
115269;26;0.6047
116774;25;0.5682
117304;24;0.5455
118266;25;0.3731
118375;24;0.6857
119651;25;0.5435
120184;25;0.3289
120200;25;0.3289
120201;25;0.3289
120209;25;0.3289
127712;24;0.4364
130145;26;0.7429
130859;27;0.4355
132352;25;0.6944
132920;24;0.4528
134507;24;0.6486
136298;26;0.3881
137930;24;0.6154
138298;25;0.2809
140227;26;0.6667
141397;24;0.6857
141534;24;0.7500
143059;27;0.4737
143608;24;0.4898
153758;26;0.7879
156812;23;0.5750
166761;26;0.5417
178532;25;0.6098
178945;26;0.2549
178947;24;0.6000
180576;27;0.6279
183907;25;0.6579
184114;23;0.6389
184525;23;0.6571
184744;24;0.4138
186276;23;0.4510
186500;23;0.4600
187298;25;0.3333
187378;26;0.5909
188123;27;0.4821
188182;26;0.4906
188480;25;0.5952
188778;25;0.4717
189894;25;0.5208
192245;26;0.3210
192376;24;0.3934
193008;26;0.6190
193041;24;0.4898
194149;25;0.6098
195163;25;0.5814
197605;25;0.2809
200193;25;0.7812
202865;25;0.6250
203246;25;0.6250
203298;26;0.6842
203299;26;0.7222
209264;23;0.3151
210375;24;0.6154
212252;26;0.6190
212680;24;0.6857
212688;25;0.4630
212689;24;0.5455
212743;23;0.6053
212754;23;0.6216
212838;23;0.3333
212839;24;0.3077
212890;24;0.6316
212901;26;0.5098
212975;26;0.5200
213283;24;0.6486
213436;26;0.4815
213481;25;0.5556
213483;26;0.4333
213487;26;0.5778
213488;25;0.5814
213580;25;0.6579
213782;27;0.4576
214945;23;0.3194
215229;23;0.3067
216175;25;0.7353
217330;23;0.6970
217398;24;0.6000
217530;24;0.6857
220029;23;0.6216
220888;23;0.4600
223577;24;0.4615
226903;23;0.3538
227554;25;0.6757
228396;23;0.5610
229014;25;0.6757
235988;25;0.7812
239059;27;0.5000
239367;25;0.5319
240707;28;0.4444
244870;27;0.6585
244882;23;0.6053
245415;27;0.3418
245420;24;0.3692
245423;23;0.3710
245425;27;0.3176
245426;23;0.3651
245430;27;0.3176
246697;24;0.7059
247328;23;0.6765
248232;23;0.4182
249961;24;0.3117
249983;28;0.8000
250082;23;0.3433
250606;25;0.3333
250723;26;0.5652
250760;27;0.4091
250761;26;0.5532
250762;26;0.5200
256316;25;0.6410
256817;25;0.5319
257052;23;0.5897
257199;27;0.7297
258071;23;0.5897
258440;26;0.5532
260260;24;0.7059
262594;25;0.6944
268264;23;0.3067
268460;23;0.3151
268947;25;0.3086
269412;25;0.2475
269470;23;0.3151
269496;24;0.3117
269497;24;0.3000
269540;23;0.3151
269609;23;0.3151
269643;24;0.3243
269681;24;0.3077
270653;23;0.4035
270870;25;0.3086
271480;25;0.7143
272370;24;0.4138
274430;23;0.5897
274431;24;0.4706
276677;26;0.7027
288170;26;0.5306
288516;25;0.7143
289877;26;0.7027
290391;24;0.4138
291023;24;0.4364
291919;23;0.5227
292000;25;0.5952
292001;24;0.6154
292059;27;0.6000
294398;27;0.4030
296197;24;0.5581
296198;25;0.6579
296200;27;0.7714
296903;26;0.5098
297405;23;0.4035
299913;23;0.3651
302710;23;0.6970
304974;24;0.5581
307253;24;0.6316
311289;23;0.5750
311924;24;0.4706
312555;24;0.4898
313147;24;0.6000
313752;23;0.5610
313753;23;0.5610
313837;24;0.4138
313891;25;0.4464
313894;25;0.4464
314015;23;0.5349
315257;23;0.5610
316457;24;0.3038
318624;23;0.4259
320429;26;0.5306
323220;27;0.5625
330116;23;0.4894
330395;26;0.6842
330700;25;0.5556
331429;23;0.4600
331574;24;0.4364
334706;25;0.6579
336529;27;0.6429
339355;25;0.5000
344791;24;0.5854
345745;24;0.5581
