program id;overlap
31166;27
58987;27
82513;27
100700;27
161911;27
280891;27
60681;26
76694;26
243289;26
276151;26
326055;26
348736;26
125811;23
168563;23
249115;23
298300;23
14837;22
43306;22
50228;22
69241;22
79921;22
80468;22
85972;22
88659;22
100661;22
129589;22
152993;22
160522;22
271320;21
3160;20
27924;20
57843;20
120009;20
258326;20
53246;19
60157;19
182761;19
212059;19
275988;19
782;18
76563;18
84535;18
124669;18
174832;18
213501;18
306295;18
781;17
1030;17
1277;17
1957;17
