program_id;overlap_count;jaccard_index
1113;20;0.7407
4596;20;0.6897
19741;20;0.7407
19745;20;0.7407
19762;20;0.7143
19763;23;0.8846
19764;21;0.7000
19774;22;0.8462
60196;20;0.7692
62546;20;0.6897
72334;20;0.6897
92515;20;0.7407
92516;20;0.7407
96789;23;0.8214
98317;20;0.6667
99987;21;0.8077
114761;20;0.6452
130818;20;0.7143
130820;21;0.7000
134945;20;0.6452
134972;20;0.6452
138714;20;0.7407
160388;20;0.7143
174968;20;0.6452
175134;20;0.7407
185393;22;0.8800
196533;20;0.6250
197036;22;0.7586
201776;20;0.6667
257775;22;0.7857
296168;21;0.7000
307229;21;0.7241
330479;20;0.6667
334381;22;0.7586
