program_id;overlap_count;jaccard_index
1113;20;0.7143
4596;20;0.6667
19739;23;0.8846
19741;21;0.7778
19745;21;0.7778
19762;21;0.7500
19764;21;0.6774
19765;20;0.6897
19766;20;0.6897
19767;20;0.6897
19768;20;0.6897
19769;20;0.6897
19770;20;0.6897
19771;20;0.6897
19772;20;0.6897
19773;20;0.6897
19774;22;0.8148
60196;20;0.7407
62546;21;0.7241
72334;20;0.6667
92515;20;0.7143
92516;20;0.7143
96789;23;0.7931
98317;21;0.7000
99987;21;0.7778
114761;20;0.6250
130818;20;0.6897
130820;21;0.6774
131594;20;0.6667
134945;21;0.6774
134972;21;0.6774
134976;20;0.6897
138714;20;0.7143
157122;20;0.6452
160388;20;0.6897
174968;20;0.6250
175134;20;0.7143
185393;22;0.8462
196533;21;0.6562
197036;22;0.7333
201776;20;0.6452
248181;20;0.6250
257775;23;0.8214
296168;21;0.6774
307229;20;0.6452
330479;20;0.6452
334381;22;0.7333
