program id;overlap
41944;18
42010;18
240721;18
14291;17
14292;17
14729;17
20060;17
20061;17
20062;17
20082;17
20083;17
20084;17
20090;17
38360;17
65506;17
73052;17
78522;17
95308;17
95888;17
99279;17
101497;17
101498;17
111574;17
131041;17
131742;17
134770;17
143056;17
167009;17
174030;17
176972;17
185966;17
215665;17
231101;17
265725;17
272362;17
274734;17
274735;17
280533;17
285551;17
295675;17
310393;17
310410;17
310439;17
310457;17
310462;17
310491;17
310511;17
311331;17
311332;17
312101;17
