program id;overlap
38674;18
83177;17
21095;16
60574;16
99201;16
106524;16
214319;16
218215;16
348175;16
1003;15
10683;15
32086;15
46902;15
52594;15
52722;15
67331;15
67497;15
78016;15
95660;15
96951;15
98695;15
99198;15
106665;15
106793;15
108400;15
120781;15
127806;15
137529;15
138200;15
139706;15
142003;15
142767;15
142837;15
153170;15
153309;15
153350;15
154611;15
154621;15
155086;15
160008;15
174443;15
192146;15
192245;15
192458;15
192921;15
193138;15
193331;15
214824;15
230193;15
230215;15
