program id;overlap
190283;23
188614;20
316249;20
210;19
86106;19
316139;19
316252;19
324498;19
5486;18
19952;18
46095;18
136319;18
139339;18
154739;18
177037;18
179260;18
188593;18
205769;18
275828;18
298743;18
298852;18
300073;18
1622;17
10594;17
10617;17
11047;17
11057;17
60006;17
86088;17
86254;17
90458;17
107409;17
107905;17
109134;17
117362;17
117377;17
118273;17
119305;17
121601;17
136555;17
160389;17
171537;17
176403;17
177036;17
195400;17
195403;17
220669;17
222135;17
230151;17
245280;17
