program_id;overlap_count;signature_length;jaccard_index
2327;5;30;0.1667
2407;4;30;0.1333
2453;4;30;0.1333
3511;5;30;0.1667
3690;5;30;0.1667
6100;5;30;0.1667
8740;5;30;0.1667
14162;5;30;0.1667
15258;5;30;0.1667
21824;6;30;0.2000
22220;5;30;0.1667
26950;5;30;0.1667
40120;4;30;0.1333
49613;5;30;0.1667
49653;5;30;0.1667
49711;5;30;0.1667
49847;5;30;0.1667
50483;5;30;0.1667
53156;4;30;0.1333
62873;4;30;0.1333
73550;5;30;0.1667
80476;5;30;0.1667
86221;5;30;0.1667
92775;6;30;0.2000
96047;4;30;0.1333
102344;5;30;0.1667
111648;5;30;0.1667
112884;4;30;0.1333
123072;5;30;0.1667
127267;5;30;0.1667
141083;5;30;0.1667
142152;4;30;0.1333
145346;5;30;0.1667
154355;5;30;0.1667
154358;5;30;0.1667
156639;5;30;0.1667
156640;5;30;0.1667
156842;5;30;0.1667
157010;5;30;0.1667
157106;4;30;0.1333
157110;5;30;0.1667
157267;4;30;0.1333
157376;5;30;0.1667
157618;5;30;0.1667
157621;5;30;0.1667
157665;5;30;0.1667
157668;5;30;0.1667
157734;5;30;0.1667
157741;4;30;0.1333
157757;5;30;0.1667
157759;5;30;0.1667
157760;5;30;0.1667
157768;5;30;0.1667
157770;5;30;0.1667
157786;5;30;0.1667
157788;5;30;0.1667
157796;5;30;0.1667
157798;5;30;0.1667
157814;5;30;0.1667
157816;5;30;0.1667
157838;5;30;0.1667
157840;5;30;0.1667
157842;5;30;0.1667
157844;5;30;0.1667
157861;5;30;0.1667
157863;5;30;0.1667
158271;4;30;0.1333
158309;5;30;0.1667
161758;5;30;0.1667
171140;5;30;0.1667
171736;5;30;0.1667
175410;5;30;0.1667
175851;4;30;0.1333
184486;5;30;0.1667
184674;5;30;0.1667
189670;4;30;0.1333
203134;5;30;0.1667
203243;5;30;0.1667
203446;5;30;0.1667
209529;4;30;0.1333
213547;5;30;0.1667
220236;5;30;0.1667
223395;4;30;0.1333
224330;5;30;0.1667
224332;5;30;0.1667
226508;5;30;0.1667
236294;4;30;0.1333
248515;4;30;0.1333
260714;4;30;0.1333
265284;5;30;0.1667
272352;5;30;0.1667
276152;5;30;0.1667
278438;6;30;0.2000
302488;4;30;0.1333
304619;4;30;0.1333
308050;5;30;0.1667
332131;5;30;0.1667
332162;5;30;0.1667
332193;5;30;0.1667
347553;5;30;0.1667
