program_id;overlap_count;jaccard_index
796;20;0.6897
2162;20;0.6897
2193;20;0.7407
2194;20;0.7143
4542;19;0.6786
4596;19;0.6552
10467;19;0.7308
11545;19;0.6552
11547;19;0.7037
11549;19;0.6786
14176;20;0.7407
16627;19;0.6786
16639;20;0.7143
16655;20;0.6897
16687;20;0.6897
19670;19;0.6552
19675;20;0.6897
19679;20;0.6897
19681;20;0.6897
19691;20;0.6897
19693;20;0.6897
19739;20;0.7407
19741;19;0.7037
19745;19;0.7037
19762;19;0.6786
19763;20;0.7143
19764;23;0.8519
19774;21;0.8077
20807;20;0.7407
30657;19;0.6552
49471;19;0.7037
59833;20;0.6667
61146;20;0.6897
62539;20;0.6897
62546;19;0.6552
64853;20;0.6667
71982;20;0.7407
72126;19;0.6786
72334;19;0.6552
73010;20;0.6897
85565;20;0.7143
86180;19;0.6786
86465;20;0.6897
89250;20;0.6667
93064;20;0.6452
93602;19;0.6333
96444;20;0.6667
96789;21;0.7241
98317;21;0.7500
99987;20;0.7692
109134;19;0.6786
110356;20;0.6897
113011;19;0.6129
113014;20;0.7143
114761;19;0.6129
122952;19;0.6333
123152;20;0.6667
130820;19;0.6129
131594;19;0.6552
134945;19;0.6129
134972;19;0.6129
157122;19;0.6333
160388;19;0.6786
164629;20;0.7143
174968;20;0.6667
175134;19;0.7037
176051;19;0.7037
176105;19;0.7037
177870;20;0.6897
178809;19;0.6129
185393;21;0.8400
188729;19;0.6333
188734;21;0.7500
188935;19;0.7308
188939;19;0.7037
189966;19;0.7037
194807;19;0.6333
196533;19;0.5938
197036;20;0.6667
197723;20;0.6897
197727;19;0.6333
197729;19;0.6333
197736;20;0.6667
201776;19;0.6333
228721;20;0.6897
229939;20;0.6897
236290;19;0.6786
242671;19;0.6786
248179;19;0.6129
248181;21;0.7241
257775;20;0.6897
257872;20;0.6897
269430;19;0.6333
296168;19;0.6129
300077;19;0.7037
304656;20;0.6897
307229;19;0.6333
330479;19;0.6333
334381;20;0.6667
343069;19;0.6786
344520;19;0.6786
344554;19;0.6786
344568;19;0.6786
