program_id;overlap_count;jaccard_index
4950;19;0.6552
5995;21;0.8400
22775;21;0.8400
23601;21;0.8750
25736;23;0.8846
25794;20;0.6897
29699;20;0.7692
32092;21;0.8077
32246;22;0.9167
38163;20;0.7692
44235;19;0.6129
58195;22;0.7857
60091;19;0.6129
63542;19;0.7037
64198;20;0.6667
64276;19;0.6333
75353;21;0.8077
98230;19;0.7037
115266;20;0.7692
137441;20;0.8000
140163;19;0.6552
143293;19;0.6333
143954;20;0.7143
167149;19;0.6552
172137;19;0.6129
175006;23;0.9583
178855;20;0.7407
184016;19;0.5938
189376;21;0.8400
194142;19;0.6333
200058;22;0.8148
206806;21;0.7778
212068;20;0.7407
212889;19;0.6333
212969;20;0.6452
213393;20;0.8000
213834;22;0.8148
213843;22;0.7857
224455;22;0.7857
227327;20;0.7143
239844;20;0.6667
254874;22;0.8148
256539;21;0.8077
260918;20;0.6897
269745;20;0.7407
274248;22;0.8462
286444;20;0.7692
290056;20;0.6897
294172;22;0.8800
299288;19;0.6129
301973;20;0.7692
303279;20;0.7407
311964;19;0.6333
312682;19;0.5938
312683;19;0.5938
313900;19;0.6129
328950;20;0.6897
338760;21;0.7241
339136;21;0.7241
