program_id;overlap_count;signature_length;jaccard_index
1924;6;30;0.2000
4154;7;30;0.2333
4728;8;30;0.2667
6586;6;30;0.2000
13655;6;30;0.2000
20655;6;30;0.2000
20695;6;30;0.2000
22131;6;30;0.2000
22369;6;30;0.2000
22379;6;30;0.2000
23610;7;30;0.2333
29905;6;30;0.2000
30859;6;30;0.2000
30877;6;30;0.2000
30883;6;30;0.2000
30967;6;30;0.2000
30969;6;30;0.2000
30973;6;30;0.2000
30975;6;30;0.2000
32929;7;30;0.2333
37453;7;30;0.2333
37816;7;30;0.2333
38157;6;30;0.2000
44232;6;30;0.2000
49606;7;30;0.2333
52571;7;30;0.2333
63244;6;30;0.2000
63772;7;30;0.2333
69720;6;30;0.2000
72346;7;30;0.2333
81608;7;30;0.2333
83456;8;30;0.2667
83657;7;30;0.2333
84568;7;30;0.2333
85583;6;30;0.2000
85622;6;30;0.2000
87208;7;30;0.2333
92460;6;30;0.2000
93052;6;30;0.2000
98162;7;30;0.2333
98586;6;30;0.2000
98647;6;30;0.2000
98657;6;30;0.2000
104934;6;30;0.2000
105748;6;30;0.2000
106434;6;30;0.2000
116483;7;30;0.2333
121365;7;30;0.2333
123251;6;30;0.2000
123941;6;30;0.2000
124657;6;30;0.2000
140155;6;30;0.2000
152166;6;30;0.2000
154392;6;30;0.2000
164640;6;30;0.2000
168106;7;30;0.2333
186274;6;30;0.2000
186276;6;30;0.2000
186318;6;30;0.2000
187944;7;30;0.2333
187968;7;30;0.2333
188293;6;30;0.2000
188551;6;30;0.2000
189007;7;30;0.2333
189717;7;30;0.2333
191404;6;30;0.2000
212307;7;30;0.2333
214045;6;30;0.2000
220695;7;30;0.2333
223577;7;30;0.2333
238383;8;30;0.2667
239459;6;30;0.2000
246697;6;30;0.2000
246780;7;30;0.2333
247049;6;30;0.2000
261300;7;30;0.2333
261766;6;30;0.2000
265574;6;30;0.2000
265694;6;30;0.2000
270026;7;30;0.2333
271216;6;30;0.2000
271389;6;30;0.2000
272756;6;30;0.2000
276889;6;30;0.2000
285097;6;30;0.2000
285351;7;30;0.2333
285726;7;30;0.2333
288774;7;30;0.2333
288835;6;30;0.2000
294640;7;30;0.2333
311196;6;30;0.2000
311625;6;30;0.2000
313772;6;30;0.2000
315548;6;30;0.2000
315549;6;30;0.2000
315653;6;30;0.2000
317483;6;30;0.2000
330395;7;30;0.2333
338112;6;30;0.2000
338920;6;30;0.2000
