program id;overlap
182664;21
227353;20
120277;19
134067;19
258148;19
301836;19
315610;19
15538;18
16176;18
19859;18
20845;18
33183;18
35194;18
53767;18
59553;18
72154;18
72833;18
85550;18
92431;18
93528;18
113895;18
120785;18
132820;18
133124;18
142558;18
142572;18
142576;18
142626;18
142628;18
154621;18
157697;18
160390;18
168054;18
168072;18
171557;18
171630;18
171656;18
172225;18
176908;18
205250;18
206849;18
209546;18
211439;18
217587;18
218155;18
224000;18
228808;18
246706;18
266429;18
297928;18
