program id;overlap
172341;20
180602;19
231;18
5019;18
172517;18
180847;18
55601;17
59988;17
202991;17
208556;17
234811;17
241095;17
241098;17
272066;17
272067;17
272068;17
62159;16
83319;16
100188;16
128831;16
128832;16
128833;16
211154;16
268458;16
269468;16
75411;15
75413;15
75414;15
75415;15
75416;15
75417;15
87291;15
93260;15
110331;15
127146;15
127147;15
144843;15
155612;15
155627;15
155628;15
165152;15
169601;15
178949;15
190577;15
194880;15
210369;15
218832;15
269584;15
271528;15
274278;15
