program_id;overlap_count;signature_length;jaccard_index
1283;11;30;0.3667
4456;8;30;0.2667
7291;8;30;0.2667
7911;7;30;0.2333
7993;7;30;0.2333
8756;7;30;0.2333
8760;7;30;0.2333
22823;8;30;0.2667
22824;8;30;0.2667
24195;7;30;0.2333
24220;7;30;0.2333
24312;7;30;0.2333
24399;7;30;0.2333
34113;7;30;0.2333
34132;8;30;0.2667
34793;7;30;0.2333
38376;7;30;0.2333
40350;8;30;0.2667
43569;7;30;0.2333
43620;8;30;0.2667
43622;8;30;0.2667
43627;8;30;0.2667
43629;8;30;0.2667
43632;8;30;0.2667
43634;8;30;0.2667
43636;8;30;0.2667
43765;7;30;0.2333
44703;7;30;0.2333
44842;7;30;0.2333
47883;7;30;0.2333
49638;9;30;0.3000
50189;7;30;0.2333
52910;8;30;0.2667
55328;9;30;0.3000
79297;8;30;0.2667
83487;12;30;0.4000
86663;8;30;0.2667
88225;8;30;0.2667
91044;8;30;0.2667
98022;9;30;0.3000
116149;7;30;0.2333
116774;7;30;0.2333
127161;8;30;0.2667
135989;8;30;0.2667
140227;7;30;0.2333
140462;7;30;0.2333
141135;7;30;0.2333
144562;12;30;0.4000
144650;12;30;0.4000
144670;12;30;0.4000
154631;12;30;0.4000
154680;12;30;0.4000
154681;12;30;0.4000
154684;12;30;0.4000
154685;12;30;0.4000
155151;11;30;0.3667
155156;12;30;0.4000
155546;12;30;0.4000
155550;12;30;0.4000
155551;12;30;0.4000
155704;12;30;0.4000
155705;12;30;0.4000
155724;12;30;0.4000
162245;12;30;0.4000
163652;12;30;0.4000
163657;12;30;0.4000
163672;12;30;0.4000
163674;12;30;0.4000
163676;12;30;0.4000
164006;9;30;0.3000
177332;7;30;0.2333
178947;7;30;0.2333
180576;8;30;0.2667
186220;9;30;0.3000
203299;9;30;0.3000
206806;8;30;0.2667
211837;8;30;0.2667
215418;7;30;0.2333
229470;7;30;0.2333
235988;8;30;0.2667
240567;8;30;0.2667
241016;10;30;0.3333
247327;9;30;0.3000
250605;8;30;0.2667
250762;8;30;0.2667
253437;8;30;0.2667
256316;7;30;0.2333
270455;8;30;0.2667
273481;8;30;0.2667
292988;8;30;0.2667
298031;7;30;0.2333
303384;8;30;0.2667
304170;7;30;0.2333
308604;7;30;0.2333
310564;9;30;0.3000
311289;7;30;0.2333
311924;7;30;0.2333
313201;7;30;0.2333
315886;7;30;0.2333
324937;12;30;0.4000
