program id;overlap
4054;19
133510;19
6105;18
13755;18
14985;18
14986;18
14987;18
14989;18
64385;18
64686;18
83818;18
89143;18
90024;18
98808;18
98809;18
99150;18
99151;18
99945;18
103456;18
109002;18
122041;18
123290;18
133383;18
139698;18
139700;18
139701;18
159741;18
165758;18
165759;18
169830;18
171389;18
171390;18
172252;18
173521;18
175825;18
182461;18
182462;18
182464;18
182465;18
182466;18
182467;18
188530;18
195460;18
195744;18
196655;18
196657;18
198276;18
198691;18
198692;18
198698;18
