program id;overlap
102890;19
158491;18
158554;18
62207;16
65766;16
67724;16
85479;16
85482;16
94075;16
97022;16
100536;16
106318;16
108928;16
115535;16
134547;16
134593;16
136016;16
141759;16
152579;16
154599;16
157910;16
157914;16
158447;16
158485;16
158540;16
158544;16
158551;16
158560;16
158563;16
158588;16
158596;16
158598;16
158626;16
158628;16
158634;16
158656;16
158658;16
158670;16
158684;16
158693;16
158730;16
158736;16
158738;16
158765;16
158774;16
161532;16
165798;16
181968;16
206786;16
210645;16
