program id;overlap
51712;27
51724;27
106609;27
106610;27
106611;27
106615;27
106616;27
106617;27
106619;27
227140;27
147534;22
109045;21
109047;21
109049;21
109050;21
109051;21
109053;21
88439;20
181318;20
8733;19
22998;19
115379;17
189806;17
338939;17
345938;17
52612;16
60473;16
60805;16
66838;16
76512;16
92043;16
92270;16
114104;16
128021;16
160595;16
166138;16
168185;16
171709;16
271387;16
340082;16
351250;16
351251;16
60789;15
61039;15
61041;15
129196;15
129202;15
145979;15
152020;15
154615;15
