program_id;overlap_count;jaccard_index
796;19;0.6333
2162;19;0.6333
4601;20;0.7143
16578;19;0.7037
16627;19;0.6786
16639;19;0.6552
16655;19;0.6333
19670;19;0.6552
19673;19;0.7037
19674;19;0.7037
19675;19;0.6333
19676;19;0.7037
19678;19;0.7037
19679;19;0.6333
19680;19;0.7037
19681;19;0.6333
19684;19;0.7037
19686;19;0.7037
19688;19;0.7037
19690;19;0.7037
19691;19;0.6333
19693;19;0.6333
19695;19;0.7037
19696;19;0.7037
19697;19;0.7037
19698;19;0.7037
19699;19;0.7037
19700;19;0.7037
19701;19;0.7037
19702;19;0.7037
19703;19;0.7037
59833;19;0.6129
61146;19;0.6333
64853;19;0.6129
68425;20;0.7407
68426;20;0.7143
73010;19;0.6333
83680;19;0.7037
86465;19;0.6333
89250;19;0.6129
93064;19;0.5938
93602;19;0.6333
96444;19;0.6129
121839;19;0.6786
123152;19;0.6129
145423;19;0.7037
177870;19;0.6333
179044;19;0.7037
180433;20;0.6897
180434;19;0.7037
186706;19;0.6333
197726;19;0.7037
197727;19;0.6333
197729;19;0.6333
197732;19;0.7037
197736;19;0.6129
228719;19;0.7037
228721;19;0.6333
228824;19;0.7037
229939;19;0.6333
248179;19;0.6129
248181;19;0.6129
257872;19;0.6333
263498;19;0.6552
268813;19;0.6129
269430;19;0.6333
292648;19;0.6552
303658;19;0.7308
304656;19;0.6333
336266;19;0.7037
336308;19;0.7037
