program id;overlap
61228;19
128183;18
249605;18
272646;18
17898;17
44713;17
44779;17
56120;17
66577;17
71122;17
76311;17
79250;17
82105;17
87628;17
91113;17
102071;17
102537;17
109805;17
111417;17
116757;17
126679;17
127839;17
129026;17
129779;17
130471;17
133533;17
133534;17
133537;17
134060;17
134270;17
138977;17
158980;17
159005;17
159222;17
160064;17
160293;17
160296;17
160297;17
160298;17
166231;17
174504;17
180966;17
195034;17
222439;17
222947;17
232747;17
255451;17
264200;17
280364;17
288700;17
